Name: “Table 1 of 1 on page 143 of 164”,Name: “Table 1 of 1 on page 143 of 164”,Name: “Table 1 of 1 on page 143 of 164”,Name: “Table 1 of 1 on page 143 of 164”,Name: “Table 1 of 1 on page 143 of 164”,Name: “Table 1 of 1 on page 143 of 164”,Name: “Table 1 of 1 on page 143 of 164”,Name: “Table 1 of 1 on page 143 of 164”
Table: 140,Table: 140,Table: 140,Table: 140,Table: 140,Table: 140,Table: 140,Table: 140
,,,,,,,
Appendix D—Supplemental Tables,Appendix D—Supplemental Tables,Appendix D—Supplemental Tables,Appendix D—Supplemental Tables,Appendix D—Supplemental Tables,,,
"Appendix table D.5—Area of timberland by forest-type group, stand origin, and ownership","Appendix table D.5—Area of timberland by forest-type group, stand origin, and ownership","Appendix table D.5—Area of timberland by forest-type group, stand origin, and ownership","Appendix table D.5—Area of timberland by forest-type group, stand origin, and ownership","Appendix table D.5—Area of timberland by forest-type group, stand origin, and ownership","Appendix table D.5—Area of timberland by forest-type group, stand origin, and ownership","Appendix table D.5—Area of timberland by forest-type group, stand origin, and ownership",
"class, Virginia, 2001","class, Virginia, 2001","class, Virginia, 2001",,,,,
,,,,,Ownership class,Ownership class,
Forest-type groupa,Forest-type groupa,Forest-type groupa,All,National,Other,Forest,Nonindustrial
and stand origin,and stand origin,,classes,forest,public,industry,private
,,,,,thousand acres,,
Softwood types,Softwood types,,,,,,
,White-red-jack pine,White-red-jack pine,,,,,
,Planted,,123.3,—,—,12.6,110.7
,Natural,,191.7,52.7,—,—,139.0
,Total,,315.0,52.7,—,12.6,249.7
,Spruce-fir,,6.5,5.0,—,—,1.5
,Loblolly-shortleaf,Loblolly-shortleaf,,,,,
,Planted,,"1,778.0",—,57.3,447.1,"1,273.7"
,Natural,,"1,250.6",84.2,122.9,55.6,987.9
,Total,,"3,028.6",84.2,180.2,502.6,"2,261.6"
,Pinyon-juniper,b,,,,,
,,,93.7,1.5,0.8,—,91.4
,Total softwoods,Total softwoods,"3,443.9",143.4,181.0,515.2,"2,604.2"
Hardwood types,Hardwood types,,,,,,
,Oak-pine,,,,,,
,Planted,,157.4,6.1,—,22.6,128.8
,Natural,,"1,754.9",179.2,103.7,82.8,"1,389.2"
,Total,,"1,912.3",185.3,103.7,105.3,"1,517.9"
,Oak hickory,,"9,274.9","1,296.3",362.4,348.7,"7,267.5"
,Oak-gum-cypress,Oak-gum-cypress,357.6,—,21.8,36.5,299.3
,Elm-ash-cottonwood,Elm-ash-cottonwood,301.6,—,16.1,8.0,277.5
,Maple-beech-birch,Maple-beech-birch,154.5,23.8,11.4,5.6,113.8
,Total hardwoods,Total hardwoods,"12,000.9","1,505.4",515.4,504.1,"9,476.0"
Nonstocked,Nonstocked,,22.3,1.5,—,4.8,16.0
All groups,All groups,,"15,467.0","1,650.3",696.4,"1,024.2","12,096.1"
Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,Numbers in rows and columns may not sum to totals due to rounding.,,
— = no sample for the cell.,— = no sample for the cell.,— = no sample for the cell.,,,,,
a,Forest-type groups are based on field estimates. Forest types calculated by an algorithm from the tree tally,Forest-type groups are based on field estimates. Forest types calculated by an algorithm from the tree tally,Forest-type groups are based on field estimates. Forest types calculated by an algorithm from the tree tally,Forest-type groups are based on field estimates. Forest types calculated by an algorithm from the tree tally,Forest-type groups are based on field estimates. Forest types calculated by an algorithm from the tree tally,Forest-type groups are based on field estimates. Forest types calculated by an algorithm from the tree tally,
are not yet available.,are not yet available.,are not yet available.,,,,,
b,Includes eastern redcedar forest type.,Includes eastern redcedar forest type.,Includes eastern redcedar forest type.,,,,
,,,,,,,123
